Citation ID,Citation Short Description,Full Text,Authors,Year,Title,Publication Title,Publication Type,Publisher,Volume,Issue,Pages
186,"Machado, I. C. & S. Vogel. 2004","Machado, I. C. & S. Vogel. 2004. The North-east-Brazilian liana, Adenocalymna dichilum (Bignoniaceae) pollinated by bats. Annals of Botany. 93: 609-613.","Machado, Vogel",2004,"The North-east-Brazilian liana, Adenocalymna dichilum (Bignoniaceae) pollinated by bats",Annals of Botany,--Pub-Type-,--Publisher-,--Volume-,93,609-613
187,"Machado, I. C. S., I. Sazima & M. Sazima. 1998","Machado, I. C. S., I. Sazima & M. Sazima. 1998. Bat pollination of the terrestrial herb Irlbachia alata (Gentianaceae) in northeastern Brazil. Plant Systematics and Evolution. 209: 231-237.","Machado, Sazima(I), Sazima(M)",1998,Bat pollination of the terrestrial herb Irlbachia alata (Gentianaceae) in northeastern Brazil,Plant Systematics and Evolution,--Pub-Type-,--Publisher-,--Volume-,209,231-237
188,"Mancina, C. A., F. Balseiro & L. G. Herrera M. 2005","Mancina, C. A., F. Balseiro & L. G. Herrera M. 2005. Pollen digestion by nectarivorous and frugivorous Antillean bats. Mammalian Biology 70: 282-290.","Mancina, Balseiro, Herrera",2005,Pollen digestion by nectarivorous and frugivorous Antillean bats,--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,70,282-290
189,"Marinho-Filho, J. S. 1991","Marinho-Filho, J. S. 1991. The coexistence of two frugivorous bat species and the phenology of their food plants in Brazil. Journal of Tropical Ecology,. 7: 59-67.",Marinho-Filho,1991,The coexistence of two frugivorous bat species and the phenology of their food plants in Brazil,Journal of Tropical Ecology,--Pub-Type-,--Publisher-,--Volume-,7,59-67
190,"Martino, A. M. G., J. O. Aranguren & A. Arends. 2002","Martino, A. M. G., J. O. Aranguren & A. Arends. 2002. Feeding habits of Leptonycteris curasoae in northern Venezuela. Southwestern Naturalist. 47: 78-85.","Aranguren, Arends, Martino",2002,Feeding habits of Leptonycteris curasoae in northern Venezuela,Southwestern Naturalist,--Pub-Type-,--Publisher-,--Volume-,47,78-85
191,"Masson, D., M. Breuil & A. Breuil. 1990","Masson, D., M. Breuil & A. Breuil. 1990. Premier inventaire des chauves-souris de l'ile de Marie-Galante (Antilles françaises). Mammalia 54: 656-658.","Masson, Breuil(M), Breuil(A)",1990,Premier inventaire des chauves-souris de l'ile de Marie-Galante (Antilles françaises),--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,54,656-658
192,"Mayo, S. J., J. Bogner & P. C. Boyce. 1998","Mayo, S. J., J. Bogner & P. C. Boyce. 1998. Araceae. In Flowering plants, Monocotyledons: Alismatanae and Commelinanae (except Gramineae) (K. Kubitzki, ed.), pp. 26-73, Springer.","Mayo, Bogner, Boyce",1998,Araceae,"Flowering plants, Monocotyledons: Alismatanae and Commelinanae (except Gramineae)",--Pub-Type-,--Publisher-,--Volume-,--Issue-,--Pages-
193,"McCracken, G. F. & J. W. Bradbury, 1981","McCracken, G. F. & J. W. Bradbury. 1981. Social organization and kinship in the polygynous bat Phyllostomus hastatus. Behavioral Ecology and Sociobiology. 8: 11-34.","Bradbury, McCracken",1981,Social organization and kinship in the polygynous bat Phyllostomus hastatus,Behavioral Ecology and Sociobiology,--Pub-Type-,--Publisher-,--Volume-,8,11-34
194,"Medellín, R. A. & R. A. Gaona. 1999","Medellín, R. A. & R. A. Gaona. 1999. Seed dispersal by bats and birds in forest and disturbed habitats of Chiapas, México. Biotropica 31: 478-485.","Gaona, Medellín",1999,"Seed dispersal by bats and birds in forest and disturbed habitats of Chiapas, México",Biotropica,--Pub-Type-,--Publisher-,--Volume-,31,478-485
197,"Mello, M. A. R., G. M. Schittini & H. G. Bergallo. 2004","Mello, M. A. R., G. M. Schittini & H. G. Bergallo. 2004. Seasonal variation in the diet of the bat Carollia perspicillata (Chiroptera: Phyllostomidae) in an Atlantic Forest area in southeastern Brazil. Mammalia 68: 49-55.","Mello, Schittini, Bergallo",2004,Seasonal variation in the diet of the bat Carollia perspicillata (Chiroptera: Phyllostomidae) in an Atlantic Forest area in southeastern Brazil,Mammalia,--Pub-Type-,--Publisher-,--Volume-,68,49-55
198,"Mello, M. A. R. et al., 2005","Mello, M. A. R., N. O. Leiner, P. R. Guimaraes Jr. & P. Jordano. 2005. Size-based fruit selection of Calophyllum brasiliense (Clusiaceae) by bats of the genus Artibeus (Phyllostomidae) in a Restinga area, southeastern Brazil. Acta Chiropterologica 7: 179-182.","Mello, Leiner, Guimaraes, Jordano",2005,"Size-based fruit selection of Calophyllum brasiliense (Clusiaceae) by bats of the genus Artibeus (Phyllostomidae) in a Restinga area, southeastern Brazil",Acta Chiropterologica,--Pub-Type-,--Publisher-,--Volume-,7,179-182
200,"Mikich, S. B. 2002","Mikich, S. B. 2002. A dieta dos morcegos frugívoros (Mammalia, Chiroptera, Phyllostomidae) de um pequeno remanescente de floresta estacional semidecidual do sul do Brasil. Rev. Brasil. Zool. 19: 239-249.",Mikich,2002,"A dieta dos morcegos frugívoros (Mammalia, Chiroptera, Phyllostomidae) de um pequeno remanescente de floresta estacional semidecidual do sul do Brasil",--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,19,239-249
201,"Molina-Freaner, F. & L. Eguiarte. 2003","Molina-Freaner, F. & L. Eguiarte. 2003. The pollination biology of two paniculate agaves (Agavaceae) from northerwestern Mexico: contrasting roles of bats as pollinators. American Journal of Botany. 90: 1016-1024.","Eguiarte, Molina-Freaner",2003,The pollination biology of two paniculate agaves (Agavaceae) from northerwestern Mexico: contrasting roles of bats as pollinators,American Journal of Botany,--Pub-Type-,--Publisher-,--Volume-,90,1016-1024
202,"Molinari, J. & P. J. Soriano. 1987","Molinari, J. & P. J. Soriano. 1987. Sturnira bidens. Mammalian Species 276: 1-4.","Molinari, Soriano",1987,Sturnira bidens,--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,276,1-4
203,"Mori, S. A., G. T. Prance & A. B. Bolten. 1978","Mori, S. A., G. T. Prance & A. B. Bolten. 1978. Additional notes on the floral biology of Neotropical Lecythidaceae. Brittonia 30: 113-130.","Mori, Prance, Bolten",1978,Additional notes on the floral biology of Neotropical Lecythidaceae,--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,30,113-130
204,"Morrison, D. W. 1978a","Morrison, D. W. 1978a. Foraging ecology and energetics of the frugivorous bat Artibeus jamaicensis. Ecology 59: 716-723.",Morrison,1978,Foraging ecology and energetics of the frugivorous bat Artibeus jamaicensis,Ecology,--Pub-Type-,--Publisher-,--Volume-,59,716-723
205,"Morrison, D. W. 1978b","Morrison, D. W. 1978b. Influence of habitat on the foraging distances of the fruit bat, Artibeus jamaicensis. Journal of Mammalogy. 59: 622-624.",Morrison,1978,"Influence of habitat on the foraging distances of the fruit bat, Artibeus jamaicensis",Journal of Mammalogy,--Pub-Type-,--Publisher-,--Volume-,59,622-624
206,"Morrison, D. W. 1979","Morrison, D. W. 1979. Apparent male defense of tree hollows in the fruit bat, Artibeus jamaicensis. J. Mammal. 60: 11-15.",Morrison,1979,"Apparent male defense of tree hollows in the fruit bat, Artibeus jamaicensis",--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,60,11-15
207,"Morrison, D. W. 1980a","Morrison, D. W. 1980a. Efficiency of food utilization by fruit bats. Oecologia 45: 270-273.",Morrison,1980,Efficiency of food utilization by fruit bats,--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,45,270-273
208,"Morrison, D. W. 1980b","Morrison, D. W. 1980b. Foraging and day-roosting dynamics of canopy fruit bats in Panama. Journal of Mammalogy. 61: 20-29.",Morrison,1980,Foraging and day-roosting dynamics of canopy fruit bats in Panama,Journal of Mammalogy,--Pub-Type-,--Publisher-,--Volume-,61,20-29
209,"Muchhala, N. & P. Jarrín-V. 2002","Muchhala, N. & P. Jarrín-V. 2002. Flower visitation by bats in cloud forests of western Ecuador. Biotropica 34: 387-395.","Jarrín-V., Muchhala",2002,Flower visitation by bats in cloud forests of western Ecuador,Biotropica,--Pub-Type-,--Publisher-,--Volume-,34,387-395
210,"Muchhala, N., & M. Potts. 2007","Muchhala, N., & M. Potts, 2007. Character displacement among bat-pollinated flowers of the genus Burmeistera: analysis of mechanism, process and pattern. Proc. R. Soc. B., 274 (1626): 2731-2737.","Muchhala, Potts",2007,"Character displacement among bat-pollinated flowers of the genus Burmeistera: analysis of mechanism, process and pattern",Proc. R. Soc. B.,--Pub-Type-,--Publisher-,--Volume-,1626,2731-2737
211,"Muchhala, N., P. Mena V., & L. Albuja V. 2005","Muchhala, N., P. Mena V., & L. Albuja V. 2005. A new species of anoura (Chiroptera: Phyllostomidae) from the Ecuandorian Andes. Journal of Mammalogy, 86(3):457–461, 2005","Muchhala, Mena, Albuja",2005,A new species of anoura (Chiroptera: Phyllostomidae) from the Ecuandorian Andes,Journal of Mammalogy,--Pub-Type-,--Publisher-,--Volume-,--Issue-,2005
212,"Muchhala, N. 2003","Muchhala, N. 2003. Exploring the boundary between pollination syndromes: bats and hummingbirds as pollinators of Burmeistera cyclostigmata and B. tenuiflora (Campanulaceae). Oecologia 134: 373-380.",Muchhala,2003,Exploring the boundary between pollination syndromes: bats and hummingbirds as pollinators of Burmeistera cyclostigmata and B. tenuiflora (Campanulaceae),Oecologia,--Pub-Type-,--Publisher-,--Volume-,134,373-380
213,"Muchhala, N. 2006a","Muchhala, N. 2006a. The pollination of Burmeistera (Campanulaceae): specialization and syndromes. American Journal of Botany . 93: 1081-1089.",Muchhala,2006,The pollination of Burmeistera (Campanulaceae): specialization and syndromes,American Journal of Botany,--Pub-Type-,--Publisher-,--Volume-,93,1081-1089
214,"Muchhala, N. 2006b","Muchhala, N. 2006b. Nectar bat stows huge tongue in its rib cage. Nature 444: 701-702.",Muchhala,2006,Nectar bat stows huge tongue in its rib cage,Nature,--Pub-Type-,--Publisher-,--Volume-,444,701-702
215,"Muller, M. F. & N. R. Reis. 1992","Muller, M. F. & N. R. Reis. 1992. Partição de recurso alimentares entre quatro espécies de morcegos frugívoros (Chiroptera, Phyllostomidae). Rev. Brasil. Zool. 9: 345-355.","Muller, Reis",1992,"Partição de recurso alimentares entre quatro espécies de morcegos frugívoros (Chiroptera, Phyllostomidae)",--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,9,345-355
216,"Naranjo, M. E., C. Rengifo & P. J. Soriano. 2003","Naranjo, M. E., C. Rengifo & P. J. Soriano. 2003. Effect of ingestion by bats and birds on seed germination of Stenocereus griseus and Subpilocereus repandus (Cactaceae). Journal of Tropical Ecology. 19: 19-25.","Naranjo, Rengifo, Soriano",2003,Effect of ingestion by bats and birds on seed germination of Stenocereus griseus and Subpilocereus repandus (Cactaceae),Journal of Tropical Ecology,--Pub-Type-,--Publisher-,--Volume-,19,19-25
217,"Nassar, J. M., N. Ramirez & O. Linares. 1997","Nassar, J. M., N. Ramirez & O. Linares. 1997. Comparative pollination biology of venezuelan columnar cacti and the role of nectar-feeding bats in their sexual reproduction. American Journal of Botany. 84: 918-927.","Nassar, Ramirez, Linares",1997,Comparative pollination biology of venezuelan columnar cacti and the role of nectar-feeding bats in their sexual reproduction,American Journal of Botany,--Pub-Type-,--Publisher-,--Volume-,84,918-927
218,"Nassar, J. M. et al. 2003","Nassar, J. M., H. Beck, L. d. S. L. Sternberg & T. H. Fleming. 2003. Dependence on cacti and agaves in nectar-feeding bats from Venezuelan arid zones. Journal of Mammalogy,. 84: 106-116.","Beck, Sternberg, Fleming, Nassar",2003,Dependence on cacti and agaves in nectar-feeding bats from Venezuelan arid zones,Journal of Mammalogy,--Pub-Type-,--Publisher-,--Volume-,84,106-116
219,"Nassar, J. M., J. L. Hamrick & T. H. Fleming. 2003","Nassar, J. M., J. L. Hamrick & T. H. Fleming. 2003. Population genetic structure of Venezuelan chiropterophilous columnar cacti (Cactaceae). American Journal of Botany . 90: 1628-1637.","Fleming, Hamrick, Nassar",2003,Population genetic structure of Venezuelan chiropterophilous columnar cacti (Cactaceae),American Journal of Botany,--Pub-Type-,--Publisher-,--Volume-,90,1628-1637
220,"Nellis, D. W. & C. P. Ehle. 1977","Nellis, D. W. & C. P. Ehle. 1977. Observations on the behvaior of Brachyphylla cavernarum (Chiroptera) in Virgin Islands. Mammalia . 41: 403-409.","Ehle, Nellis",1977,Observations on the behvaior of Brachyphylla cavernarum (Chiroptera) in Virgin Islands,Mammalia,--Pub-Type-,--Publisher-,--Volume-,41,403-409
221,"Nellis, D. W. 1971","Nellis, D. W. 1971. Additions to the natural history of Brachyphylla (Chiroptera). Caribbean Journal of Science. 11: 91.",Nellis,1971,Additions to the natural history of Brachyphylla (Chiroptera),Caribbean Journal of Science,--Pub-Type-,--Publisher-,--Volume-,11,91
222,"Nogueira, M. R. & A. L. Peracchi. 2003","Nogueira, M. R. & A. L. Peracchi. 2003. Fig-seed predation by 2 species of Chiroderma: discovery of a new feeding strategy in bats. Journal of Mammalogy. 84: 225-233.","Nogueira, Peracchi",2003,Fig-seed predation by 2 species of Chiroderma: discovery of a new feeding strategy in bats,Journal of Mammalogy,--Pub-Type-,--Publisher-,--Volume-,84,225-233
223,"Orozco-Segovia, A. & C. Vázquez-Yanes. 1982","Orozco-Segovia, A. & C. Vázquez-Yanes. 1982. Plants and fruit bat interactions in a tropical rain forest area, southeastern Mexico. Brenesia 19/20: 137-149.","Orozco-Segovia, Vázquez-Yanes",1982,"Plants and fruit bat interactions in a tropical rain forest area, southeastern Mexico",Brenesia,--Pub-Type-,--Publisher-,--Volume-,--Issue-,137-149
224,"Orozco-Segovia, A. et al. 1985","Orozco-Segovia, A., C. Vázquez-Yanes, M. A. Armella & N. Correa. 1985. Interacciones entre una población de murciélagos de la especie Artibeus jamaicensis y la vegetación delárea circundante, en la región de Los Tuxlas, Veracruz. In Investigaciones sobre la regeneración de selvas altas en Veracruz, México (A. Gomez-Pompa & S. Del Amo R., ed.), pp. 365-377, Instituto Nacional de Investigaciones Sobre Recursos Bióticos.","Orozco-Segovia, Vázquez-Yanes, Armella, Correa",1985,"Interacciones entre una población de murciélagos de la especie Artibeus jamaicensis y la vegetación delárea circundante, en la región de Los Tuxlas, Veracruz",--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,--Issue-,--Pages-
225,"Palmeirim, J. M., D. L. Borchov & S. Stoleson. 1989","Palmeirim, J. M., D. L. Borchov & S. Stoleson. 1989. Trophic structure of a neotropical frugivore community: is there competition between birds and bats? Oecologia 79: 403-411.","Palmeirim, Borchov, Stoleson",1989,Trophic structure of a neotropical frugivore community: is there competition between birds and bats?,Oecologia,--Pub-Type-,--Publisher-,--Volume-,79,403-411
226,"Passos, F. C. et al. 2003","Passos, F. C., W. R. Silva, W. A. Pedro & M. R. Bonin. 2003. Frugivoria em morcegos (Mammalia, Chiroptera) no Parque Estadual Intervales, sudeste do Brasil. Rev. Brasil. Zool. 20: 511-517.","Passos, Silva, Pedro, Bonin",2003,"Frugivoria em morcegos (Mammalia, Chiroptera) no Parque Estadual Intervales, sudeste do Brasil",--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,20,511-517
227,"Pedro, W. A. & F. C. Passos. 1995","Pedro, W. A. & F. C. Passos. 1995. Occurrence and food habits of some bat species from the Linhares forest reserve, Espiríto Santo, Brazil. Bat Research News 36: 1-2.","Passos, Pedro",1995,"Occurrence and food habits of some bat species from the Linhares forest reserve, Espiríto Santo, Brazil",Bat Research News,--Pub-Type-,--Publisher-,--Volume-,36,1-2
228,"Pedro, W. A. & V. A. Taddei. 1997","Pedro, W. A. & V. A. Taddei. 1997. Taxonomic assemblages of bats from Panga Reserve, southeastern Brazil: abundance and trophic level relations in the Phyllostmatidae. Bol. Mus. Biol. Mello Leitão, n.s. 6: 3-21.","Pedro, Taddei",1997,"Taxonomic assemblages of bats from Panga Reserve, southeastern Brazil: abundance and trophic level relations in the Phyllostmatidae",--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,6,3-21
230,"Peracchi, A. L. & S. T. de Albuquerque. 1971","Peracchi, A. L. & S. T. de Albuquerque. 1971. Lista provisoria dos quiropteros dos estados do Rio de Janeiro e Guanabara, Brasil (Mammalia, Chiroptera). Rev. Brasil. Biol. 31: 405-413.","de Albuquerque, Peracchi",1971,"Lista provisoria dos quiropteros dos estados do Rio de Janeiro e Guanabara, Brasil (Mammalia, Chiroptera)",--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,31,405-413
233,"Petit, S. 1997","Petit, S. 1997. The diet and reproductive schedules of Leptonycteris curasoae curasoae and Glossophaga longirostris elongata (Chiroptera: Glossophaginae) on Curaçao. Biotropica 29: 214-223.",Petit,1997,The diet and reproductive schedules of Leptonycteris curasoae curasoae and Glossophaga longirostris elongata (Chiroptera: Glossophaginae) on Curaçao,Biotropica,--Pub-Type-,--Publisher-,--Volume-,29,214-223
234,"Pizo, M. A. 2002","Pizo, M. A. 2002. The seed-dispersers and fruit syndromes of Myrtaceae in the Brazilian Atlantic forest. In Seed Dispersal and Frugivory: Ecology, Evolution and Conservation (D. J. Levey, W. R. Silva & M. Galetti, ed.), pp. 129-143, CAB International.",Pizo,2002,The seed-dispersers and fruit syndromes of Myrtaceae in the Brazilian Atlantic forest,"Seed Dispersal and Frugivory: Ecology, Evolution and Conservation",--Pub-Type-,--Publisher-,--Volume-,--Issue-,--Pages-
235,"Prance, G. T. & S. A. Mori. 2004","Prance, G. T. & S. A. Mori. 2004. Lecythidaceae. In The families and genera of vascular plants. VI. Flowering plants. Dicotyledons (K. Kubitzki, ed.), pp. 221-232, Springer-Verlag.","Mori, Prance",2004,Lecythidaceae,--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,--Issue-,--Pages-
238,"Prévost, M. F. 1981","Prévost, M. F. 1981. Mise en évidence de graines des espèces vegetales pionnières de forêt primaire en Guyane. Turrialba 31: 121-127.",Prévost,1981,Mise en évidence de graines des espèces vegetales pionnières de forêt primaire en Guyane,--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,31,121-127
239,"Puig, H. 2001","Puig, H. 2001. La Forêt tropicale humide. Belin.",Puig,2001,La Forêt tropicale humide,--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,--Issue-,--Pages-
240,"Quesada, M. et al. 2004","Quesada, M., K. E. Stoner, J. A. Lobo, Y. Herrerías-Diego, C. Palacios-Guevara, M. A. Mungía-Rosas, K. A. O.-Salazar & V. Rosas-Guerrero. 2004. Effects of forest fragmentation on pollinator activity and consequences for plant reproductive success and mating patterns in bat-pollinated bombacaeous trees. Biotropica 36: 131-138.","Quesada, Stoner, Lobo, Herrerías-Diego, Palacios-Guevara, Mungía-Rosas, Salazar, Rosas-Guerrero",2004,Effects of forest fragmentation on pollinator activity and consequences for plant reproductive success and mating patterns in bat-pollinated bombacaeous trees,Biotropica,--Pub-Type-,--Publisher-,--Volume-,36,131-138
241,"Ramirez, N. et al. 1984","Ramírez, N., C. Sobrevila, N. X. de Erlich & T. Ruiz-Zapata. 1984. Floral biology and breeding system of Bauhinia benthamiana Taub. (Leguminosae), a bat-pollinated tree in Venezuelan llanos. American Journal of Botany 71: 273-280.","Ramírez, Sobrevila, Erlich, Ruiz-Zapata",1984,"Floral biology and breeding system of Bauhinia benthamiana Taub. (Leguminosae), a bat-pollinated tree in Venezuelan llanos",American Journal of Botany,--Pub-Type-,--Publisher-,--Volume-,71,273-280
243,"Reis, N. R. & J.-L. Guillaumet. 1983","Reis, N. R. & J.-L. Guillaumet. 1983. Les chauvees-souris frugivores de la région de Manaus et leur rôle dans la dissémination des espèces végétales. Rev. Ecol. (Terre Vie) 38: 147-169.","Gillaumet, Reis",1983,Les chauvees-souris frugivores de la région de Manaus et leur rôle dans la dissémination des espèces végétales,--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,38,147-169
244,"Reis, N. R. & A. L. Peracchi. 1987","Reis, N. R. & A. L. Peracchi. 1987. Quirópteros da região de Manaus, Amazonas, Brasil (Mammalia, Chiroptera). Bol Mus. Par. Emilio Goeldi, sér. Zool. 3: 161-182.","Peracchi, Reis",1987,"Quirópteros da região de Manaus, Amazonas, Brasil (Mammalia, Chiroptera)",--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,3,161-182
246,"Romo, M., H. Tuomisto & B. A. Loiselle. 2004","Romo, M., H. Tuomisto & B. A. Loiselle. 2004. On the density-dependence of seed predation in Dipteryx micrantha, a bat-dispersed rain forest tree. Oecologia 140: 76-85.","Romo, Tuomisto, Loiselle",2004,"On the density-dependence of seed predation in Dipteryx micrantha, a bat-dispersed rain forest tree",Oecologia,--Pub-Type-,--Publisher-,--Volume-,140,76-85
247,"Ruiz, A. et al. 1997","Ruiz, A., M. Santos, P. J. Soriano, J. Cavelier & A. Cadena. 1997. Relaciones mutualísticas entre el murciélago Glossophaga longirostris y las cactáceas columnares en la zona arida de La Tatacoa, Colombia. Biotropica 29: 469-479.","Ruiz, Santos, Soriano, Cavelier, Cadena",1997,"Relaciones mutualísticas entre el murciélago Glossophaga longirostris y las cactáceas columnares en la zona arida de La Tatacoa, Colombia",Biotropica,--Pub-Type-,--Publisher-,--Volume-,29,469-479
248,"Ruiz, A. et al. 2000","Ruiz, A., M. Santos, J. Cavelier & P. J. Soriano. 2000. Estudio fenológico de Cactáceas en el enclave seco de la Tatacoa, Colombia. Biotropica 32: 397-407.","Ruiz, Santos, Cavelier, Soriano",2000,"Estudio fenológico de Cactáceas en el enclave seco de la Tatacoa, Colombia",Biotropica,--Pub-Type-,--Publisher-,--Volume-,32,397-407
249,"Ruschi, A. 1953a","Ruschi, A. 1953a. Morcegos do estado do Espírito Santo XII. Família Phyllostomidae: Descrição das espécies: Micronycteris megalotis megalotus e Phyllostomus hastatus hastatus, com algumas observações biológicas a respeito. Bol. Mus. Biologia 'Prof. Mello-Leitao', ser. Zool. 14: 11-14.",Ruschi,1953,"Morcegos do estado do Espírito Santo XII. Família Phyllostomidae: Descrição das espécies: Micronycteris megalotis megalotus e Phyllostomus hastatus hastatus, com algumas observações biológicas a respeito",--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,14,11-14
250,"Ruschi, A. 1953b","Ruschi, A. 1953b. Morcêgos do estado do Espírito Santo. XV. Família Phyllostomidae - Descrição das espécies: Glossophaga soricina soricina e Anoura geoffroyi, com observações biológicas a respeito. Bol. Mus. Biologia Prof. Mello-Leitão, ser. Zool. 16: 1-2.",Ruschi,1953,"Morcêgos do estado do Espírito Santo. XV. Família Phyllostomidae - Descrição das espécies: Glossophaga soricina soricina e Anoura geoffroyi, com observações biológicas a respeito",--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,16,1-2
251,"Ruschi, A. 1953c","Ruschi, A. 1953c. Morcêgos do estado do Espírito Santo. XVI. Família Phyllostomidae. Descrição das espécies: Lonchoglossa caudifera e Lonchoglossa ecaudata, com algumas observações biológicas a respeito. Bol. Mus. Biologia Prof. Mello-Leitão, ser. Zool. 18: 1-7.",Ruschi,1953,"Morcêgos do estado do Espírito Santo. XVI. Família Phyllostomidae. Descrição das espécies: Lonchoglossa caudifera e Lonchoglossa ecaudata, com algumas observações biológicas a respeito",--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,18,1-7
252,"Ruschi, A. 1953d","Ruschi, A. 1953d. Morcêgos do estado do Espírito Santo. XVIII. Família Phyllostomidae. Descrição das espécies Artibeus jamaicensis lituratus e Vampyrops lineatus, com algumas observações. Bol. Mus. Biologia Prof. Mello-Leitão, ser. Zool. 20: 1-8.",Ruschi,1953,"Morcêgos do estado do Espírito Santo. XVIII. Família Phyllostomidae. Descrição das espécies Artibeus jamaicensis lituratus e Vampyrops lineatus, com algumas observações",--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,20,1-8
254,"Sahley, C. T. 1996","Sahley, C. T. 1996. Bat and hummingbird pollination of an autotetraploid columnar cactus, Weberbauerocereus weberbaueri (Cactaceae). Amer. J. Bot. 83: 1329-1336.",Sahley,1996,"Bat and hummingbird pollination of an autotetraploid columnar cactus, Weberbauerocereus weberbaueri (Cactaceae)",--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,83,1329-1336
255,"Salas, D. 1973","Salas, D. 1973. Una Bromeliacea costarricense polinizada por murcielagos. Brenesia 2: 5-10.",Salas,1973,Una Bromeliacea costarricense polinizada por murcielagos,--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,2,5-10
256,"Sazima M., & I. Sazima. 1975","Sazima M., & I. Sazima. 1975. Quiropterofilia em Lafoensia pacari St. Hil. (Lythracea), na Serra do Cipo, Minas Gerais. Ciência e Cultura 27: 405-416.","Sazima(M), Sazima(I)",1975,"Quiropterofilia em Lafoensia pacari St. Hil. (Lythracea), na Serra do Cipo, Minas Gerais",--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,27,405-416
257,"Sazima, I. & M. Sazima. 1977","Sazima, I. & M. Sazima. 1977. Solitary and group foraging: two flower-visiting patterns of the lesser spear-nosed bat Phyllostomus discolor. Biotropica 9: 213-215.","Sazima(M), Sazima(I)",1977,Solitary and group foraging: two flower-visiting patterns of the lesser spear-nosed bat Phyllostomus discolor,Biotropica,--Pub-Type-,--Publisher-,--Volume-,9,213-215
258,"Sazima, M. & I. Sazima. 1978","Sazima, M. & I. Sazima. 1978. Bat pollination of the passion flower, Passiflora mucronata, in southeastern Brazil. Biotropica 10: 100-109.","Sazima(M), Sazima(I)",1978,"Bat pollination of the passion flower, Passiflora mucronata, in southeastern Brazil",Biotropica,--Pub-Type-,--Publisher-,--Volume-,10,100-109
259,"Sazima, M. & I. Sazima. 1980","Sazima, M. & I. Sazima. 1980. Bat visits to Marcgravia myriostigma Tr. et Planch. (Marcgraviaceae) in southeastern Brazil. Flora 169: 84-88.","Sazima(M), Sazima(I)",1980,Bat visits to Marcgravia myriostigma Tr. et Planch. (Marcgraviaceae) in southeastern Brazil,Flora,--Pub-Type-,--Publisher-,--Volume-,169,84-88
260,"Sazima, M. & I. Sazima. 1987","Sazima, M. & I. Sazima. 1987. Additional observations on Passiflora mucronata, the bat-pollinated passionflower. Ciência e Cultura 39: 310-312.","Sazima(M), Sazima(I)",1987,"Additional observations on Passiflora mucronata, the bat-pollinated passionflower",--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,39,310-312
261,"Sazima, M., M. E. Fabian & I. Sazima. 1982","Sazima, M., M. E. Fabian & I. Sazima. 1982. Polinização de Luehea speciosa (Tiliaceae) por Glossophaga soricina (Chiroptera, Phyllostomidae). Rev. Brasil. Biol. 42: 505-513.","Sazima(M), Sazima(I), Fabian",1982,"Polinização de Luehea speciosa (Tiliaceae) por Glossophaga soricina (Chiroptera, Phyllostomidae)",--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,42,505-513
262,"Sazima, I., S. Vogel & M. Sazima. 1989","Sazima, I., S. Vogel & M. Sazima. 1989. Bat pollination of Encholirium glaziovii, a terrestrial bromeliad. Plant Systematics and Evolution 168: 167-179.","Sazima(M), Sazima(I), Vogel",1989,"Bat pollination of Encholirium glaziovii, a terrestrial bromeliad",Plant Systematics and Evolution,--Pub-Type-,--Publisher-,--Volume-,168,167-179
263,"Sazima, M., S. Buzato & I. Sazima. 2003","Sazima, M., S. Buzato & I. Sazima. 2003. Dyssochroma viridiflorum (Solanaceae): a reproductively bat-dependent epiphyte from the Atlantic Rainforest in Brazil. Annals of Botany 92: 725-730.","Sazima(M), Sazima(I), Buzato",2003,Dyssochroma viridiflorum (Solanaceae): a reproductively bat-dependent epiphyte from the Atlantic Rainforest in Brazil,Annals of Botany,--Pub-Type-,--Publisher-,--Volume-,92,725-730
